시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도(좌표값),시설 경도(좌표값),통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일
강서구,11500000730,구립 하늘마음어린이집,국공립,정상,07724,서울특별시 강서구 초록마을로 106,02-6959-7736,070-8228-7400,https://iseoul.seoul.go.kr/homepage/main.do?stCode=11500000730,7,154,1,24,17,51,41,37.538972939903324,126.85144177936739,미운영,2020-01-10,,,,2022-10-26,장애아통합,야간연장,2,3,2,1,0,0,0,0,0,8,6,15,14,6,0,0,0,0,0,41,50,14,36,0,0,1,14,0,0,0,0,0,1,0,17,2022-10-26 22:04:06.0
강서구,11500000728,이화의료원어린이집,직장,정상,07804,서울특별시 강서구 공항대로 260 B관 4층,02-6986-5950,02-6986-5955,,3,92,1,13,11,30,15,37.557048658920614,126.83653320401757,미운영,2019-09-18,,,,2022-10-26,일반,2,0,1,0,0,0,2,0,0,5,6,0,4,0,0,0,5,0,0,15,29,29,43,0,0,1,7,0,0,0,0,0,1,0,11,2022-10-26 22:04:07.0
강서구,11500000727,N젤어린이집,직장,정상,07594,서울특별시 강서구 마곡중앙로 177,02-6340-8131,,,3,98,0,9,12,30,27,37.56988037672422,126.82733211917669,미운영,2019-08-27,,,,2022-10-26,일반,0,1,1,1,0,0,1,2,0,6,0,5,6,4,0,0,3,9,0,27,60,10,30,0,0,1,10,0,0,0,0,0,1,0,12,2022-10-26 22:04:06.0
강서구,11500000726,구립 아이편한어린이집,국공립,정상,07560,서울특별시 강서구 공항대로 583 염창동, e편한세상 염창아파트 관리동,02-2662-3401,02-3663-3401,,6,262,1,12,15,65,55,37.5493614806028,126.8706024735916,미운영,2019-08-06,,,,2022-10-26,장애아통합,0,3,3,4,0,0,0,1,2,13,0,15,21,14,0,0,0,3,2,55,67,17,17,0,0,1,12,0,0,0,0,0,1,0,15,2022-10-26 22:04:06.0
강서구,11500000725,지니어스Bebe어린이집,가정,폐지,07595,서울특별시 강서구 양천로30길 108 1동 112호,02-2664-5656,02-2664-5657,,3,63,0,8,0,19,0,37.566470,126.977963,미운영,2019-06-14,,,2020-08-12,2022-10-26,일반,3,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000724,EMS어린이집,협동,폐지,07590,서울특별시 강서구 화곡로63길 65 예원교회 교육관 1층,02-6342-8291,02-6342-8297,,3,225,0,0,0,49,0,37.55807576929031,126.84920822402068,미운영,2019-03-22,,,2021-04-30,2022-10-26,일반,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:06.0
강서구,11500000723,아장닷컴어린이집,가정,정상,07678,서울특별시 강서구 화곡로42나길 30-17,02-2602-8554,02-2602-3999,,3,78,0,5,6,18,15,37.54948316623522,126.8479637546559,미운영,2019-03-04,,,,2022-10-26,일반,1,1,1,0,0,0,3,0,0,6,3,0,6,0,0,0,6,0,0,15,80,0,20,0,0,1,4,0,0,0,0,0,0,0,6,2022-10-26 22:04:07.0
강서구,11500000719,구립 청솔어린이집,국공립,정상,07638,서울특별시 강서구 강서로47마길 71 107호,02-2606-7045,02-2664-7046,https://m.cafe.daum.net/cjdthfdjflsdlwlq/_rec,3,58,0,5,7,19,15,37.55009750005462,126.8325380961783,미운영,2019-03-01,,,,2022-10-26,일반,2,0,0,0,0,0,2,0,0,4,5,0,0,0,0,0,10,0,0,15,17,0,83,0,0,1,5,0,0,0,0,0,1,0,7,2022-10-26 22:04:06.0
강서구,11500000716,구립 가온어린이집,국공립,정상,07552,서울특별시 강서구 양천로 590 102동 102호,02-2658-0179,,,3,65,0,4,8,20,20,37.55576515081284,126.86442909043235,미운영,2019-03-01,,,,2022-10-26,일반,2,3,1,0,0,0,3,0,0,9,4,7,0,0,0,0,9,0,0,20,29,29,43,0,0,1,6,0,0,0,0,0,1,0,8,2022-10-26 22:04:06.0
강서구,11500000712,구립 강변어린이집,국공립,정상,07525,서울특별시 강서구 허준로 139,02-2659-9046,,,5,160,1,8,10,57,45,37.564846074407356,126.85587829901267,미운영,2019-03-01,,,,2022-10-26,일반,0,2,2,1,0,0,2,1,0,8,0,9,14,12,0,0,0,10,0,45,75,13,13,0,0,1,8,0,0,0,0,0,1,0,10,2022-10-26 22:04:06.0
강서구,11500000717,구립 뜰아래어린이집,국공립,정상,07535,서울특별시 강서구 양천로67가길 49 201동 105호,02-3664-5637,,http://cafe.daum.net/i.mypepe.com,3,65,0,4,9,19,19,37.55398924414275,126.87061569217074,미운영,2019-03-01,,,,2022-10-26,일반,2,2,1,0,0,0,0,0,0,5,6,7,6,0,0,0,0,0,0,19,13,25,63,0,0,1,7,0,0,0,0,0,1,0,9,2022-10-26 22:04:06.0
강서구,11500000713,구립 해뜰어린이집,국공립,정상,07581,서울특별시 강서구 강서로68길 36 등촌주공2단지아파트 근로복지관2층,02-3663-0218,,,5,94,0,7,13,35,31,37.56481146996662,126.84287879025352,미운영,2019-03-01,,,,2022-10-26,일반,3,3,2,0,0,0,0,0,0,8,7,15,9,0,0,0,0,0,0,31,46,36,18,0,0,1,11,0,0,0,0,0,1,0,13,2022-10-26 22:04:06.0
강서구,11500000720,구립 샛별어린이집,국공립,정상,07730,서울특별시 강서구 초록마을로 166,02-2606-5070,,,3,106,0,5,9,19,19,37.53619105162722,126.84612386589839,미운영,2019-03-01,,,,2022-10-26,일반,3,4,2,0,0,0,0,0,0,9,5,9,5,0,0,0,0,0,0,19,14,29,57,0,0,1,6,0,0,0,0,0,1,0,9,2022-10-26 22:04:06.0
강서구,11500000718,구립 한빛어린이집,국공립,정상,07783,서울특별시 강서구 강서로8길 134,02-2697-6711,02-2603-2012,,8,566,1,11,28,132,104,37.53041401189942,126.8555344600512,미운영,2019-03-01,,,,2022-10-26,장애아통합,1,4,2,2,1,1,1,0,4,16,2,20,13,23,13,18,3,0,12,104,52,22,26,0,0,1,22,1,0,1,0,0,2,0,28,2022-10-26 22:04:06.0
강서구,11500000721,구립 피노키오어린이집,국공립,정상,07754,서울특별시 강서구 강서로12길 73,02-2605-7829,02-2606-7829,,5,217,0,8,11,48,26,37.532280345385246,126.85110998328876,미운영,2019-03-01,,,,2022-10-26,일반,2,2,3,1,0,0,1,0,0,9,4,8,14,0,0,0,0,0,0,26,63,25,13,0,0,1,8,0,0,0,0,0,1,0,11,2022-10-26 22:04:06.0
강서구,11500000722,구립 푸른솔어린이집,국공립,정상,07703,서울특별시 강서구 화곡로13길 107 104동 104호(화곡동,화곡푸르지오),02-6342-0042,02-6342-0042,,4,55,0,4,8,19,19,37.542409762233746,126.83097680108957,미운영,2019-03-01,,,,2022-10-26,일반,2,3,3,1,0,0,4,0,0,13,5,5,9,0,0,0,0,0,0,19,71,14,14,0,0,1,6,0,0,0,0,0,1,0,8,2022-10-26 22:04:06.0
강서구,11500000715,구립 엔젤아이어린이집,국공립,정상,07534,서울특별시 강서구 양천로 507 106동 104호,02-6341-7373,02-6341-7373,,3,47,0,4,7,16,16,37.5608201869347,126.85716500387973,미운영,2019-03-01,,,,2022-10-26,일반,1,2,1,0,0,0,1,0,0,5,3,8,0,0,0,0,5,0,0,16,33,33,33,0,0,1,5,0,0,0,0,0,1,0,7,2022-10-26 22:04:06.0
강서구,11500000714,구립 진로어린이집,국공립,정상,07587,서울특별시 강서구 공항대로 351-21 102동 102호,02-2658-4979,,http//cafe.daum.net/jinro4979,3,85,0,4,9,19,19,37.559491797384794,126.84684558045977,미운영,2019-03-01,,,,2022-10-26,일반,2,3,2,0,0,0,3,0,0,10,3,6,7,0,0,0,3,0,0,19,25,13,63,0,0,1,7,0,0,0,0,0,1,0,9,2022-10-26 22:04:06.0
강서구,11500000635,도담어린이집,가정,정상,07798,서울특별시 강서구 마곡서1로 100 607-104(마곡동,마곡엠벨리6단지),070-4233-1225,070-4203-1225,,4,76,0,4,7,20,20,37.56575310518382,126.8196221692863,미운영,2019-02-14,,,,2022-10-26,일반,3,2,1,0,0,0,1,0,0,7,5,5,7,0,0,0,3,0,0,20,33,17,0,17,33,1,5,0,0,0,0,0,1,0,7,2022-10-26 22:04:06.0
강서구,11500000711,근로복지공단 강서어린이집,법인·단체등,정상,07707,서울특별시 강서구 강서로33가길 42,02-2690-2600,02-2690-2605,https://www.comwel.or.kr/kids-gangseo/index.jsp,6,441,1,23,26,114,92,37.543554695075244,126.8378766869164,미운영,2018-12-13,,,,2022-10-26,야간연장,시간제보육,0,3,3,0,0,0,0,6,0,12,0,14,18,0,0,0,0,60,0,92,32,11,58,0,0,1,19,0,0,1,1,0,2,1,26,2022-10-26 22:04:06.0
강서구,11500000710,강서햇빛발도르프어린이집,협동,정상,07662,서울특별시 강서구 까치산로18길 35 강서햇빛발도르프어린이집,02-2653-2462,02-2653-2463,,3,94,0,0,6,35,19,37.5499161745,126.8585392666,미운영,2018-11-09,,,,2022-10-26,일반,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,7,12,0,19,50,0,50,0,0,1,4,0,0,0,0,0,1,0,6,2022-10-26 22:04:06.0
강서구,11500000709,고양이뜰어린이집,협동,폐지,07634,서울특별시 강서구 강서로47길 108 103동 104호(내발산동,마곡수명산파크1단지),02-6052-2629,,http://cafe.daum.net/smwaldorf,3,63,0,0,0,20,0,37.5535661829,126.8305340094,미운영,2018-11-02,,,2020-03-16,2022-10-26,일반,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:06.0
강서구,11500000708,롯데중앙연구소 mom편한 어린이집,직장,정상,07594,서울특별시 강서구 마곡중앙로 201,02-6309-3148,,www.puruni.com/lotternd,3,149,0,10,10,36,21,37.57112829511681,126.82736036741355,미운영,2018-08-27,,,,2022-10-26,일반,0,3,2,2,0,0,0,0,0,7,0,7,7,7,0,0,0,0,0,21,38,38,25,0,0,1,8,0,0,0,0,0,1,0,10,2022-10-26 22:04:06.0
강서구,11500000693,마곡어린이집,가정,정상,07809,서울특별시 강서구 마곡중앙1로 71 1308동 102호(마곡동,마곡13단지힐스테이트마스터),02-2665-6777,0505-055-6777,,3,55,0,4,6,20,18,37.556909852,126.8178734241,미운영,2018-04-09,,,,2022-10-26,야간연장,2,2,1,0,0,0,2,0,0,7,6,0,7,0,0,0,5,0,0,18,60,20,20,0,0,1,4,0,0,0,0,0,0,0,6,2022-10-26 22:04:06.0
강서구,11500000706,하선어린이집,가정,폐지,07609,서울특별시 강서구 양천로14길 37 신안네트빌 101-102,02-2665-2994,,,4,64,0,5,0,19,0,37.5715661239,126.8102987808,미운영,2018-03-05,,,2021-06-23,2022-10-26,일반,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000703,구립 하나로어린이집,국공립,정상,07542,서울특별시 강서구 양천로73길 5 101동 105호,02-2652-5946,02-2652-5946,https://cafe.naver.com/hanarohouse,3,59,0,4,9,20,20,37.5518951804,126.8715136217,미운영,2018-03-01,,,,2022-10-26,일반,3,2,2,0,0,0,0,0,0,7,6,8,6,0,0,0,0,0,0,20,63,13,13,13,0,1,7,0,0,0,0,0,1,0,9,2022-10-26 22:04:06.0
강서구,11500000705,구립 한숲어린이집,국공립,정상,07518,서울특별시 강서구 방화대로50길 7 101동 102호(방화동 한숲마을대림아파트),02-6348-7942,02-6368-7942,,4,60,0,4,8,20,13,37.57681041,126.8174762926,미운영,2018-03-01,,,,2022-10-26,일반,1,2,2,0,0,0,0,0,0,5,2,5,6,0,0,0,0,0,0,13,33,17,0,50,0,1,5,0,0,0,0,0,1,0,8,2022-10-26 22:04:06.0
강서구,11500000704,구립 모아어린이집,국공립,정상,07517,서울특별시 강서구 방화대로45길 78 101동 103호(방화동, 보람쉬움아파트),02-2661-8767,,,4,60,0,5,10,20,19,37.5746106619,126.8120388999,미운영,2018-03-01,,,,2022-10-26,일반,3,1,1,0,0,0,2,0,0,7,6,3,5,0,0,0,5,0,0,19,56,33,0,11,0,1,8,0,0,0,0,0,1,0,10,2022-10-26 22:04:06.0
강서구,11500000707,마곡1 고운비어린이집,국공립,정상,07598,서울특별시 강서구 마곡서1로 131 101동 115호(마곡동, 엠벨리1단지아파트),02-2666-2004,,,4,60,0,4,8,20,20,37.568750008687104,126.81857356382032,미운영,2018-03-01,,,,2022-10-26,야간연장,2,2,2,0,0,0,4,0,0,10,5,4,11,0,0,0,0,0,0,20,14,0,29,57,0,1,6,0,0,0,0,0,1,0,8,2022-10-26 22:04:06.0
강서구,11500000702,디앤오 강서어린이집,직장,정상,07789,서울특별시 강서구 마곡중앙로 150 2층,02-2088-2021,02-2088-1117,,4,151,1,12,6,36,10,37.56688203704603,126.8286860076051,미운영,2018-02-28,,,,2022-10-26,일반,0,0,1,1,0,0,2,0,0,4,0,0,3,2,0,0,5,0,0,10,75,0,25,0,0,1,4,0,0,0,0,0,1,0,6,2022-10-26 22:04:06.0
강서구,11500000701,사이언스파크어린이집,직장,정상,07796,서울특별시 강서구 마곡중앙10로 30,02-6941-0302,02-6941-0320,http://moamom101.kiznet.co.kr,16,2245,3,58,64,300,271,37.563335803782486,126.83124645373728,미운영,2018-02-28,,,,2022-10-26,일반,0,15,12,6,5,4,0,0,0,42,0,50,54,63,58,46,0,0,0,271,43,35,14,8,0,1,51,0,0,1,0,1,6,1,64,2022-10-26 22:04:07.0
강서구,11500000699,마곡코오롱어린이집,직장,정상,07793,서울특별시 강서구 마곡동로 110 1층 (마곡동, 코오롱미래기술원),02-2199-1990,02-2199-1994,www.puruni.com/kolongs,4,226,1,16,21,65,47,37.564516957873536,126.83503555233811,미운영,2018-02-27,,,,2022-10-26,일반,0,3,3,0,0,2,0,3,0,11,0,11,10,0,0,7,0,19,0,47,75,6,13,6,0,1,16,0,0,1,0,0,2,0,21,2022-10-26 22:04:06.0
강서구,11500000700,잘자람어린이집,가정,정상,07604,서울특별시 강서구 방화대로37길 26 방화현대아파트101-102,02-2662-6660,,blog.naver.com/kpsoul,4,62,0,4,9,19,18,37.5704040196,126.8138062711,미운영,2018-02-27,,,,2022-10-26,야간연장,1,1,1,0,0,0,4,0,0,7,3,4,0,0,0,0,11,0,0,18,63,13,13,13,0,1,7,0,0,0,0,0,0,0,9,2022-10-26 22:04:07.0
강서구,11500000698,드림아이어린이집,가정,폐지,07595,서울특별시 강서구 방화대로34길 88 마곡푸르지오아파트 102동 102호,02-6489-9691,,,4,66,0,7,0,20,0,37.570155865141885,126.8217311371715,미운영,2018-02-08,,,2021-02-28,2022-10-26,일반,1,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:06.0
강서구,11500000697,LG CNS어린이집,직장,정상,07795,서울특별시 강서구 마곡중앙10로 70,02-2088-4065,02-2088-4063,,3,120,0,14,12,35,31,37.562764866928084,126.83528276194731,미운영,2017-12-27,,,,2022-10-26,일반,0,2,3,0,0,0,0,2,0,7,0,8,13,0,0,0,0,10,0,31,22,22,33,22,0,1,9,0,0,0,0,0,2,0,12,2022-10-26 22:04:06.0
강서구,11500000696,마곡13 하나어린이집,국공립,정상,07809,서울특별시 강서구 마곡중앙1로 71 (마곡동, 마곡13단지힐스테이트마스터),02-2666-4521,,,9,317,0,22,23,120,111,37.55789162665938,126.81767184323118,미운영,2017-11-01,,,,2022-10-26,야간연장,3,2,2,1,2,2,0,0,0,12,6,10,14,14,30,37,0,0,0,111,59,12,24,6,0,1,17,0,0,1,1,0,2,0,23,2022-10-26 22:04:06.0
강서구,11500000695,해피랜드어린이집,가정,정상,07809,서울특별시 강서구 마곡중앙1로 71 1312동 106호(마곡동,마곡13단지힐스테이트마스터),02-2667-0008,02-2665-2088,,3,55,0,5,6,20,20,37.55808573162723,126.81939166373981,미운영,2017-09-22,,,,2022-10-26,일반,0,3,1,0,0,0,0,0,0,4,0,13,7,0,0,0,0,0,0,20,40,20,20,20,0,1,4,0,0,0,0,0,0,0,6,2022-10-26 22:04:07.0
강서구,11500000694,센트럴어린이집,가정,폐지,07809,서울특별시 강서구 마곡중앙1로 71 1303동 103호(마곡동,마곡13단지힐스테이트마스터),02-2663-6999,02-2663-6998,,3,66,0,4,0,20,0,37.556909852,126.8178734241,미운영,2017-08-11,,,2020-08-31,2022-10-26,일반,1,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000692,푸른씨앗어린이집,가정,폐지,07605,서울특별시 강서구 방화대로37길 15 제2동 103호(방화동, 신동아아파트),02-2666-2103,02-2666-2103,,4,65,0,4,0,20,0,37.5700795797,126.8160528743,미운영,2017-06-28,,,2021-03-25,2022-10-26,일반,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
강서구,11500000691,예지어린이집,가정,폐지,07809,서울특별시 강서구 마곡중앙1로 71 1314동 102호(마곡동,마곡13단지힐스테이트마스터),02-2666-3330,02-2666-3330,,3,61,0,4,0,20,0,37.556909852,126.8178734241,미운영,2017-06-21,,,2022-04-30,2022-10-26,일반,1,1,2,0,0,0,2,1,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022-10-26 22:04:07.0
